File Number,Project Type,Status,Filing Date,Project Name,APN,Street Address,City,State,ZIP,Latitude,Longitude,Address,Housing Type,Residential Units,Non-Residential Area,Hotel Rooms,Residential Care Units,Approval Date,Description,Plans,geometry,Planning Area,General Plan Designation,City Council District,Development Inspector,Utility Inspector,Water Service Provider,Transportation Area Zone,Special District Landscaping,Soil Type,School District Elementary,School District Secondary,Property Based Improvement District,Owl Overwintering Habitat,Natural Asbestos,HistoricArea,PovertyRate,Flood_Hazard_Area,Census Tract Languages,AirportNoise,Walk Score,Walk Score Description,Seismic Hazards,Road Noise,SNI Area,Name of Growth Area,Planning Project Manager,Public Works Engineer,Public Works File Number,Public Works Senior Engineer,Applicant Entity,Applicant Name,Representative Entity,Representative Name
H18-057,Residential,Under Construction,5/3/18,Balbach Affordable Housing,264-31-109,500 Almaden Blvd,San Jose,CA,95110,37.326582,-121.888652,South East corner of Balbach and South Almaden Blvd,MF,87,,,,1/30/19,"Site Development Permit to allow construction of an eight story affordable housing structure with approximately 87 units and an alternative parking arrangement (i.e. carlifts), to allow three concessions and two waivers (Balbach and Almaden building setbacks, building height, and open space), to utilize Transportation Demand Management (TDM) measures to reduce the parking requirements by 55%, on an approximately 0.38 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/849/474/18474849.pdf,POINT (6157908.592200842 1944378.866236412),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,580,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.14,X,"Spanish: 65%, English: 25%, Other: 7%, Vietnamese: 2%, Chinese: 1%",60 CNEL,87,Very Walkable,Liquefaction,65-69 FWY,Market-Almaden,,SFARMER,Joe Provenzano,3-24360,Joe Provenzano,Satellite Affordable Housing Associates,Evelyn Perdomo ,Satellite Affordable Housing Associates,Evelyn Perdomo
PD16-026,Residential,Under Construction,8/11/16,7th & Empire,249-38-042,525 N 7th St,San Jose,CA,95112,37.34817,-121.891189,535 N. 7th Street,MF,92,,,,4/11/17,"Planned Development Permit to demolish six commercial/industrial buildings, remove 10 ordinance-sized trees, and construct 97 multi-family residences and up to 1,000 square feet of commercial space on a 1.25 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/800/790/17790800.pdf,POINT (6157287.842544833 1952249.221246118),Central,Urban Residential,3,Victor Lopez,John Rodriguez,San Jose Water Company,1107,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.21,D,"English: 50%, Spanish: 23%, Other: 13%, Vietnamese: 8%, Chinese: 6%",,86,Very Walkable,Liquefaction,70-74,No,Jackson-Taylor (Residential Strategy),ELIPOMA,Arlyn Villanueva,3-05766,Norman Mascarinas,HMH Engineers,,,Ray Hashimoto
PD20-004,Residential,Pending,5/20/20,Japantown Mixed Use,684-22-022,653 N 7th St,San Jose,CA,95112,37.350942,-121.89322,653 N 7th St,MF,65,,,,,"Planned Development Permit to allow:
The construction of a new 4,045 square foot Taiko performance building and a 16,890 square foot mixed use building (6 stories) with a total of 65 residential units, 4,846 sf of Taiko office space, and 5,540 sf of gallery space with one level of below-grade parking.
Additional policy review for Parking Off-Site or Shared or Alternating and the removal of 1 ordinance-sized tree
Hours of construction beyond 7:00 a.m. to 7:00 p.m., Monday through Friday ",,POINT (6156712.557591897 1953267.187385469),Central,Transit Residential,3,Victor Lopez,John Rodriguez,San Jose Water Company,1101,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.21,D,"English: 50%, Spanish: 23%, Other: 13%, Vietnamese: 8%, Chinese: 6%",,88,Very Walkable,Liquefaction,,No,Jackson-Taylor (Residential Strategy),LMEINERS,Jason Yan,3-24020,Samuel Yung,"ICS Corporate Yard Multifamily, LLC",Sean McEachern,Ankrom Moisan Architects,Joe Hackett 
PD15-055,Residential,Under Construction,11/4/15,Shea Homes/ Japantown Corp. Yard,249-39-039,620 N 6th St,San Jose, CA,95112,37.350137,-121.893051,"Bounded by N. Sixth Street, E. Taylor Street, N. Seventh Street, and Jackson Street",MF,520,,,,5/25/16,"Planned Development Permit to allow the removal of five ordinance-sized trees, construction of 520 residential units, and 19,191 square feet of commercial space on 5.25-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/748/771/15771748.pdf,POINT (6156757.31279689 1952973.385061942),Central,Transit Residential,3,Victor Lopez,John Rodriguez,San Jose Water Company,1101,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.21,D,"English: 50%, Spanish: 23%, Other: 13%, Vietnamese: 8%, Chinese: 6%",,89,Very Walkable,Liquefaction,70-74,No,Jackson-Taylor (Residential Strategy),LSIMVOUL,Joe Dyke,3-03021,Norman Mascarinas,Related California Urban Resid,Susan Smartt,,
CPA11-034-01,Residential,Completed,5/10/11,North San Pedro Apts,259-23-016,201 Bassett St,San Jose,CA,95110,37.340076,-121.898443,201 Bassett Street,MF,135,,,,7/23/14,"Conditional Use Permit Amendment to modify certain conditions of the previously approved Conditional Use Permit, File No. CP11-034, to remove the reference to senior residential unit occupancy as it relates to the allowed parking reduction and provide parking per the requirements of the Downtown Zoning District of one (1) space per residential unit, with allowed reductions, for an approved, but not yet constructed residential project on the 0.73 gross acre subject site.",http://csjpbce.sanjoseca.gov/ecmsviewer/631/137/14137631.pdf,POINT (6155135.432653221 1949333.92110799),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1096,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.06,X,"English: 60%, Spanish: 24%, Other: 13%, Chinese: 2%, Vietnamese: 1%",60 CNEL,57,Somewhat Walkable,Liquefaction,"70-74, 75-79 FWY",No,Downtown,JTU,,,,"North San Pedro Apartments, LP",,,
H19-019,Residential,Approved,5/6/19,Kelsey Ayer,259-20-015,447 N 1st St,San Jose,CA,95112,37.343404,-121.896202,447 North 1st Street,MF,115,,,,,"Site Development Permit to allow the demolition of the existing building and construction of a new six-story, 115-unit multi-family (with approximately 77% of affordable units) on an approximately 0.47-gross acre site.",,POINT (6155804.926470431 1950535.796140391),Central,Transit Residential,3,Victor Lopez,John Rodriguez,San Jose Water Company,1098,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.06,D,"English: 60%, Spanish: 24%, Other: 13%, Chinese: 2%, Vietnamese: 1%",,82,Very Walkable,,,,,,,,,The Kelsey Ayer Station LLC,Micaela Connery,SRGNC,Olya Krasnykh
SPA17-023-01,Residential,Approved,12/11/18,StarCity (Co-Living),259-23-006,199 Bassett St,San Jose,CA,95110,37.340453,-121.897531,199 Bassett Street,MF,800,,,,5/29/19,"Special Use Permit Amendment to revise the approved 302 standard residential units to 803 co-living units to a maximum height of 196.5 feet; reduce the ground floor commercial space to approximately 3,800 square feet; reduce the number of underground parking levels to three; and revise the approved architectural design with reduced parking on a 0.77-gross acre site.",,POINT (6155402.583622253 1949467.212454298),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1096,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.06,X,"English: 60%, Spanish: 24%, Other: 13%, Chinese: 2%, Vietnamese: 1%",60 CNEL,72,Very Walkable,Liquefaction,"70-74, 75-79 FWY",No,,AWANG,Tiffany Pong,3-15576,Samuel Yung,Starcity,Mo Sakrani,C2K Architects,Nathan Miller 
H20-002,Residential,Under Construction,1/15/20,4th and Younger Apartments,235-09-020,1030 N 4th St,San Jose,CA,95112,37.35722,-121.90154,1020 N. 4th Street,MF,96,,,,6/30/20,"AB2162 Ministerial Permit to allow demolition of an approximately 14,400-square foot building and construction of a 4-story, 94-unit supportive housing development, with 3,000-square feet of retail, on an approximately 0.96-gross acre site.",,POINT (6154328.673733381 1955588.884230243),Central,Neighborhood/Community Commercial,3,Victor Lopez,John Rodriguez,San Jose Water Company,1084,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.08,X,"Spanish: 44%, English: 33%, Other: 12%, Vietnamese: 6%, Chinese: 5%",,67,Somewhat Walkable,Liquefaction,"65-69 FWY, 65-69",No,,RCUETOG,Jason Yan,3-25364,Samuel Yung,"Trumark Construction Services, Inc.",Sherry Chuang,,
PD16-027,Industrial,Under Construction,8/29/16,Oakland Rd Self Storage,235-18-001,645 Horning St,San Jose,CA,95112,37.361693,-121.892438,645 Horning Street,,,91875,,,5/8/18,"Planned Development Permit to allow the demolition of an existing warehouse and car repair building structures and allow the construction of a new retail store (3,814 square feet), gasoline station with six fuel dispensers and canopy (3,870 square feet), drive-through carwash (1,086 square feet), a drive-through restaurant (2,494 square feet) with late-night use to 2:00 a.m., and mini-storage buildings (total of 92,116 square feet) on an approximately 3.26-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/865/737/17737865.pdf,POINT (6156998.0781907 1957177.852266801),Central,Combined Industrial/Commercial,3,Victor Lopez,John Rodriguez,San Jose Water Company,1085,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.08,D,"Spanish: 44%, English: 33%, Other: 12%, Vietnamese: 6%, Chinese: 5%",,68,Somewhat Walkable,Liquefaction,"65-69 FWY, 75-79 FWY, 65-69",13th Street,,JTU,Arlyn Villanueva,3-22046,Norman Mascarinas,Rubnitz James E Et Al,,,
PDA16-027-02,Industrial,Approved,1/9/20,645 Horning Self Storage,462-01-016,623 Horning St,San Jose,CA,95112,37.362294,-121.892661,623 Horning Street,,,152512,,,3/10/21,"Planned Development Permit Amendment to allow new construction of one 152,512 square feet self-storage building with an attached office and a caretaker's unit with associated parking, utilities and landscape on an approximately 1.9-gross acre site.",,POINT (6156936.531280843 1957397.618889605),Central,Combined Industrial/Commercial,3,Victor Lopez,John Rodriguez,San Jose Water Company,1085,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.08,D,"Spanish: 44%, English: 33%, Other: 12%, Vietnamese: 6%, Chinese: 5%",,68,Somewhat Walkable,Liquefaction,"65-69 FWY, 65-69",13th Street,,RBUSS,Tiffany Pong,3-22046,Samuel Yung,"Trojan Storage of San Jose, LLC",Brett Henry,,Dmitriy Dubrovsky
CP18-034,Commercial,Approved,9/4/18,995 Oakland Road Hotel,235-16-011,955 Old Oakland Rd,San Jose,CA,95112,37.3612,-121.891352,955 Oakland Road,,,67766,116,,12/4/19,"Conditional Use Permit to allow the demolition of all buildings and structures including a single-family house, truck wash, print shop, tire shop, shed, structures including billboards, fencing, canopies, tank, and wall (except the wall along the westerly property line) on site, the removal of eight ordinance-size trees for the construction of an approximately 64,735-square foot 116 room hotel and an approximately 2,880-square foot car wash on an approximately 2.66-gross acre site. ",http://csjpbce.sanjoseca.gov/ecmsviewer/803/276/19276803.pdf,POINT (6157310.998267915 1956993.674724419),Central,Combined Industrial/Commercial,3,Victor Lopez,John Rodriguez,San Jose Water Company,1085,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.08,D,"Spanish: 44%, English: 33%, Other: 12%, Vietnamese: 6%, Chinese: 5%",,73,Very Walkable,Liquefaction,"65-69 FWY, 75-79 FWY",13th Street,,RBUSS,Tiffany Pong,3-03524,Samuel Yung,,Louis Truong,Stantec Consulting Inc.,Joseph Samaha
PD19-020,Residential,Pending,6/13/19,Santa Clara University Mixed Use Housing,230-14-004,1202 Campbell Ave,San Jose,CA,95126,37.349093,-121.929911,1202 Campbell Avenue,MF,290,,,,,"Planned Development Permit to allow 290 new residential units and 26,000 square feet of new commercial office on a 3.0-gross acre site.",,POINT (6146038.46412378 1952754.894963481),West Valley,Light Industrial,6,Pedro Colin,John Rodriguez,San Jose Water Company,754,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.16,X,"English: 72%, Other: 9%, Chinese: 9%, Spanish: 9%, Vietnamese: 1%",,60,Somewhat Walkable,Liquefaction,"65-69 FWY, 70-74",No,,RRIVERA,Alex Wong,3-04127,Michelle Kimball,Santa Clara University - Finance and Adm,Michael Crowley,,Erik Schoennauer
H20-046,Residential,Pending,1/8/21,2188 The Alameda Supportive Housing,575-25-043,2188 The Alameda,San Jose,CA,95126,37.344612,-121.931274,2188 The Alameda,MF,110,,,,,"AB2162 Ministerial Permit to allow demolition of existing two stories motel with 27 residential unites and 4,192-square feet of non-residential space and the construction of a seven stories building with 110 affordable housing units and 22,380-square feet of non-residential spaces, on an approximately 0.94-gross acre site. ",,POINT (6145617.363973148 1951129.593161484),West Valley,Neighborhood/Community Commercial,6,Pedro Colin,John Rodriguez,San Jose Water Company,754,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.16,D,"English: 72%, Other: 9%, Chinese: 9%, Spanish: 9%, Vietnamese: 1%",,75,Very Walkable,Liquefaction,,No,,KCHOU,Alex Wong,,,Allied Housing,Jon White,,Sandra Heredia
H21-044,Residential,Pending,10/12/21,W. Julian Affordable,261-02-062,950 W Julian St,San Jose,CA,95126,37.333255,-121.908998,950 West Julian Street,MF,300,,,,,"Site Development Permit to allow the demolition of two existing commercial buildings totaling approximately 15,725 square feet for the construction of a 100% affordable, eight-story (Density Bonus), 300-unit multifamily building on an approximately 1.10-gross acre site. ",,POINT (6152029.905618421 1946896.675861392),Central,Urban Village,6,Pedro Colin,John Rodriguez,San Jose Water Company,770,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.12,D,"English: 65%, Other: 21%, Spanish: 8%, Chinese: 3%, Vietnamese: 3%",,91,Walker's Paradise,Liquefaction,,,,AATIENZA,Jason Yan,3-06128,Elizabeth Koki,"JEMCOR Development Partners, LLC",,,Johnathan Emani
PD17-029,Residential,Completed,12/15/17,Julian/Stockton Mixed Use,261-01-030,717 W Julian St,San Jose,CA,95126,37.333883,-121.90677,715 W. Julian Street,MF,228,,,,10/23/18,"Planned Development Permit to Demolition (5) existing buildings, Remove (6) ordinance-sized trees and construct a new seven-story, 249-unit residential building with 26,585 square feet of ground floor commercial space on a 1.22-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/909/083/19083909.pdf,POINT (6152681.038331013 1947115.562433717),Central,Transit Residential,6,Pedro Colin,John Rodriguez,San Jose Water Company,770,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.12,X,"English: 65%, Other: 21%, Spanish: 8%, Chinese: 3%, Vietnamese: 3%",,90,Walker's Paradise,Liquefaction,"65-69 FWY, 65-69",No,Diridon Plan,NSLIM,Brian Lee,3-18949,Samuel Yung,715 West Julian LLC,,,
SP18-020,Industrial,Under Construction,12/15/17,Akatiff/Platform 16,259-29-104,440 W Julian St,San Jose,CA,95110,37.336319,-121.901497,440 W. Julian Street,,,982128,,,5/30/18,"Site Development to allow the demolition of existing industrial buildings to construct three (3) new 6-story buildings totaling 1,023,000 square foot of office/commercial space and below-grade parking on 5.38 gross acre site.",,POINT (6154227.207755714 1947979.418306373),Central,Transit Employment Center,6,Pedro Colin,John Rodriguez,San Jose Water Company,764,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.14,X,"English: 67%, Spanish: 21%, Other: 8%, Chinese: 3%, Vietnamese: 1%",65 CNEL,84,Very Walkable,,,,,,,,,"TMG-VOP Julian, LLC",,,Richard Watkins
PDA12-019-04,Commercial,Completed,12/10/18,Coleman Hotel,230-46-093,1130 Wondo Wy,San Jose,CA,95110,37.351351,-121.926685,1125 Coleman Avenue,,,115392,175,,6/26/19,"Planned Development Permit Amendment to allow a new 5-story, 115,392-square foot  hotel with 175 guest rooms, lounge, other amenities and 70 associated on-site parking spaces on a 1.873-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/449/072/19072449.pdf,POINT (6146988.616698208 1953562.634701083),North,Combined Industrial/Commercial,6,Pedro Colin,John Rodriguez,San Jose Water Company,1078,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.14,D,"English: 40%, Other: 30%, Spanish: 19%, Chinese: 8%, Vietnamese: 3%",60 CNEL,34,Car-Dependent,Liquefaction,"65-69 FWY, 70-74",No,Santa Clara/Airport West (FMC),AWANG,Joe Provenzano,3-18854,Joe Provenzano,"Cap Phase 1, LLC C/o Hunter Properties",,Nexus Development Corporation,Robert Eres
